policy_id,customer_id,agent_id,policy_type,issue_date,premium_amount,sum_insured,policy_status,channel,state,free_look_period_days,free_look_cancelled,backdated_flag,premium_actually_collected,fraud_flag,fraud_type
POL000559,CUST002255,AGT00151,Auto,26-08-2025,4533,244782,Active,Bancassurance,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000560,CUST000453,AGT00161,Life,24-05-2024,99856,2496400,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000561,CUST001419,AGT00369,Life,09-02-2026,50898,2188614,Matured,Agent,Kerala,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000562,CUST002973,AGT00273,Health,13-05-2023,54350,2119650,Cancelled,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000563,CUST000754,AGT00153,Auto,10-03-2023,16156,436212,Active,Online,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000564,CUST002756,AGT00006,Life,28-01-2024,16826,975908,Lapsed,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000565,CUST001009,AGT00009,Health,22-08-2022,29218,964194,Matured,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000566,CUST002724,AGT00257,Auto,16-04-2024,18591,929550,Active,Bancassurance,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000567,CUST002903,AGT00320,Travel,25-10-2023,4320,181440,Cancelled,Bancassurance,Mizoram,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000568,CUST002831,AGT00266,Auto,26-12-2023,6346,114228,Active,Agent,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000569,CUST001134,AGT00152,Life,11-01-2023,44158,750686,Lapsed,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000570,CUST002732,AGT00008,Property,31-12-2023,20333,1057316,Active,Online,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000571,CUST003011,AGT00369,Health,23-06-2025,37793,1927443,Lapsed,Online,Punjab,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000572,CUST002912,AGT00374,Auto,30-10-2022,13304,758328,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000573,CUST001226,AGT00205,Auto,09-02-2023,10877,424203,Lapsed,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000574,CUST000168,AGT00025,Property,09-12-2023,28660,1576300,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000575,CUST000086,AGT00202,Auto,05-07-2024,15078,738822,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000576,CUST001678,AGT00340,Life,21-01-2022,35268,1516524,Active,Agent,Himachal Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000577,CUST001983,AGT00254,Travel,14-09-2022,2494,137170,Cancelled,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000578,CUST000849,AGT00272,Travel,03-02-2023,7606,327058,Active,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000579,CUST003123,AGT00029,Health,02-04-2026,28664,745264,Active,Broker,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000580,CUST003184,AGT00040,Property,20-02-2022,22735,1114015,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000581,CUST001487,AGT00048,Travel,23-03-2023,13302,452268,Lapsed,Broker,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000582,CUST000442,AGT00344,Health,17-07-2025,28973,898163,Active,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000583,CUST000271,AGT00197,Auto,06-04-2024,18317,476242,Lapsed,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000584,CUST001601,AGT00302,Auto,18-08-2023,24831,1241550,Cancelled,Broker,Chhattisgarh,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000585,CUST000344,AGT00043,Auto,28-03-2024,18457,442968,Active,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000586,CUST001207,AGT00354,Property,28-09-2023,18542,593344,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000587,CUST002551,AGT00312,Health,09-07-2025,40809,1795596,Matured,Online,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000588,CUST003082,AGT00087,Property,20-10-2025,10654,234388,Active,Bancassurance,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000589,CUST002542,AGT00334,Property,08-12-2024,6021,331155,Active,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000590,CUST001258,AGT00103,Life,22-03-2026,33852,914004,Active,Broker,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000591,CUST002292,AGT00079,Life,11-07-2026,45535,2049075,Active,Bancassurance,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000592,CUST001533,AGT00104,Auto,15-02-2025,4892,97840,Active,Online,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000593,CUST000267,AGT00347,Property,16-01-2026,31446,660366,Cancelled,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000594,CUST001654,AGT00350,Health,14-02-2024,53073,1857555,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000595,CUST000893,AGT00125,Health,30-08-2024,26364,1370928,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000596,CUST002249,AGT00265,Auto,23-07-2026,3973,226461,Active,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000597,CUST000239,AGT00254,Travel,01-02-2023,9624,404208,Active,Broker,Andhra Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000598,CUST000915,AGT00309,Travel,14-11-2023,3656,212048,Lapsed,Agent,Jharkhand,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000599,CUST001439,AGT00113,Health,16-11-2024,44945,1573075,Active,Bancassurance,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000600,CUST003017,AGT00192,Health,12-12-2023,19538,683830,Matured,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000601,CUST002532,AGT00251,Life,27-10-2025,89118,3386484,Active,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000602,CUST001461,AGT00007,Auto,25-01-2025,10329,423489,Lapsed,Agent,Tamil Nadu,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000603,CUST002294,AGT00144,Auto,13-06-2023,9444,387204,Active,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000604,CUST001882,AGT00260,Life,16-11-2023,32236,870372,Active,Broker,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000605,CUST003080,AGT00098,Auto,05-09-2023,14406,619458,Cancelled,Agent,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000606,CUST002200,AGT00367,Health,05-07-2022,16486,873758,Cancelled,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000607,CUST001416,AGT00008,Health,27-11-2023,57641,2420922,Active,Online,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000608,CUST002259,AGT00367,Health,03-08-2022,42410,2162910,Active,Online,Arunachal Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000609,CUST000367,AGT00085,Auto,28-06-2025,8105,348515,Active,Broker,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000610,CUST002992,AGT00014,Health,04-08-2022,56302,2026872,Lapsed,Bancassurance,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000611,CUST001594,AGT00111,Auto,29-01-2022,10702,535100,Active,Agent,Punjab,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000612,CUST000086,AGT00301,Health,12-04-2022,49191,2164404,Cancelled,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000613,CUST003127,AGT00287,Life,03-05-2022,135845,5705490,Active,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000614,CUST001737,AGT00081,Travel,23-02-2022,10895,403115,Active,Bancassurance,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000615,CUST001658,AGT00077,Auto,30-07-2025,22552,1059944,Active,Bancassurance,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000616,CUST002042,AGT00242,Property,26-06-2026,5037,90666,Active,Online,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000617,CUST002494,AGT00175,Auto,14-02-2025,5235,88995,Active,Online,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000618,CUST000620,AGT00302,Health,08-09-2023,27241,1253086,Active,Agent,Kerala,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000619,CUST002352,AGT00007,Health,11-07-2023,9487,170766,Lapsed,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000620,CUST000132,AGT00229,Health,24-04-2022,17018,255270,Active,Online,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000621,CUST000904,AGT00277,Life,04-05-2024,45471,1182246,Lapsed,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000622,CUST000988,AGT00377,Health,16-04-2026,12750,344250,Active,Online,Himachal Pradesh,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000623,CUST001222,AGT00254,Auto,07-11-2023,6032,289536,Matured,Online,Jharkhand,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000624,CUST002095,AGT00088,Property,03-09-2024,20741,891863,Matured,Agent,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000625,CUST001764,AGT00041,Auto,02-12-2023,21915,504045,Cancelled,Online,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000626,CUST002805,AGT00241,Auto,09-08-2025,10471,471195,Lapsed,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000627,CUST001227,AGT00197,Auto,03-05-2025,7719,162099,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000628,CUST001285,AGT00342,Auto,19-10-2022,15943,430461,Lapsed,Agent,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000629,CUST000690,AGT00275,Health,18-09-2022,41028,656448,Matured,Broker,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000630,CUST001048,AGT00192,Health,15-05-2025,54515,2562205,Active,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000631,CUST000687,AGT00151,Auto,18-07-2023,21836,458556,Active,Broker,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000632,CUST000786,AGT00151,Auto,18-02-2022,5846,187072,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000633,CUST000340,AGT00088,Life,26-10-2024,81513,1793286,Active,Agent,Madhya Pradesh,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000634,CUST000412,AGT00005,Property,14-01-2023,10294,267644,Active,Bancassurance,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000635,CUST001997,AGT00216,Travel,18-11-2025,9323,531411,Active,Online,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000636,CUST000286,AGT00083,Travel,12-08-2022,1392,61248,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000637,CUST001110,AGT00081,Travel,12-11-2024,13768,316664,Matured,Agent,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000638,CUST000850,AGT00047,Property,04-10-2024,22638,950796,Active,Bancassurance,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000639,CUST000430,AGT00074,Life,19-10-2023,18086,325548,Cancelled,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000640,CUST001605,AGT00008,Auto,20-04-2022,7626,404178,Active,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000641,CUST000031,AGT00253,Life,25-12-2023,47732,1479692,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000642,CUST000603,AGT00151,Auto,07-07-2023,14630,365750,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000643,CUST000440,AGT00209,Property,23-11-2025,36143,578288,Active,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000644,CUST000985,AGT00240,Health,10-04-2025,59820,2213340,Active,Online,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000645,CUST001373,AGT00370,Life,02-10-2024,20697,745092,Active,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000646,CUST001919,AGT00023,Auto,29-11-2023,9589,383560,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000647,CUST000412,AGT00156,Health,27-12-2023,32470,844220,Active,Broker,Goa,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000648,CUST000528,AGT00095,Auto,02-11-2022,5243,241178,Active,Broker,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000649,CUST000310,AGT00182,Auto,07-05-2026,11177,257071,Active,Bancassurance,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000650,CUST002997,AGT00352,Health,25-05-2026,46724,2663268,Active,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000651,CUST001812,AGT00273,Auto,16-08-2024,19202,364838,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000652,CUST001362,AGT00250,Health,11-08-2024,21882,875280,Active,Broker,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000653,CUST002722,AGT00167,Health,20-03-2025,37203,781263,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000654,CUST002039,AGT00252,Property,22-12-2025,32758,1408594,Active,Agent,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000655,CUST002485,AGT00008,Health,13-09-2023,34837,1637339,Active,Broker,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000656,CUST000704,AGT00221,Health,30-01-2026,7944,301872,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000657,CUST000663,AGT00207,Travel,22-09-2023,4460,173940,Active,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000658,CUST000365,AGT00134,Health,26-05-2024,43624,1963080,Lapsed,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000659,CUST000923,AGT00078,Health,19-06-2026,49764,2139852,Active,Broker,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000660,CUST002161,AGT00309,Health,10-07-2023,36796,699124,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000661,CUST000176,AGT00016,Property,08-03-2022,27763,1443676,Matured,Broker,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000662,CUST001173,AGT00024,Auto,25-03-2025,24107,1422313,Lapsed,Online,Odisha,15,FALSE,FALSE,TRUE,FALSE,None
POL000663,CUST001202,AGT00167,Health,14-04-2024,29222,730550,Active,Online,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000664,CUST000936,AGT00098,Property,25-07-2022,17861,821606,Matured,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000665,CUST000382,AGT00284,Auto,25-02-2024,20499,450978,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000666,CUST001283,AGT00238,Property,04-06-2022,26428,898552,Active,Online,Telangana,15,FALSE,FALSE,TRUE,FALSE,None
POL000667,CUST001213,AGT00297,Health,13-03-2026,47060,2258880,Matured,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000668,CUST000306,AGT00125,Health,15-05-2026,31447,1761032,Cancelled,Bancassurance,Punjab,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000669,CUST001402,AGT00281,Property,02-01-2025,32078,705716,Active,Agent,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000670,CUST000602,AGT00330,Auto,08-12-2024,14142,226272,Lapsed,Online,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000671,CUST002391,AGT00133,Property,22-02-2024,19921,697235,Lapsed,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000672,CUST002204,AGT00130,Travel,30-01-2026,7404,214716,Active,Broker,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000673,CUST000712,AGT00342,Health,08-08-2023,13396,267920,Active,Agent,Andhra Pradesh,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
POL000674,CUST003127,AGT00014,Travel,09-12-2023,7688,146072,Active,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000675,CUST001466,AGT00135,Auto,28-06-2022,19832,337144,Matured,Broker,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000676,CUST000403,AGT00044,Property,07-12-2024,8806,501942,Active,Online,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000677,CUST000614,AGT00008,Auto,31-12-2024,19008,1083456,Lapsed,Online,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000678,CUST002845,AGT00043,Auto,23-04-2022,7172,215160,Active,Online,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000679,CUST002671,AGT00162,Auto,27-01-2024,16183,792967,Active,Online,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000680,CUST001802,AGT00257,Auto,15-06-2024,15836,364228,Active,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000681,CUST002651,AGT00111,Auto,31-03-2024,11989,587461,Lapsed,Agent,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000682,CUST000177,AGT00326,Travel,08-06-2022,11341,374253,Active,Broker,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000683,CUST000449,AGT00165,Property,25-02-2024,24441,1393137,Active,Agent,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000684,CUST000743,AGT00369,Auto,19-11-2024,16102,772896,Active,Online,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000685,CUST001565,AGT00366,Auto,25-01-2025,18357,972921,Active,Agent,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000686,CUST001979,AGT00297,Property,08-09-2022,7665,183960,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000687,CUST002349,AGT00356,Health,23-03-2026,40574,973776,Lapsed,Agent,Assam,15,FALSE,FALSE,TRUE,FALSE,None
POL000688,CUST002755,AGT00265,Auto,20-01-2025,6326,215084,Active,Online,Arunachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000689,CUST000307,AGT00340,Health,23-04-2022,23639,354585,Active,Online,Chhattisgarh,15,FALSE,FALSE,TRUE,FALSE,None
POL000690,CUST000751,AGT00090,Health,16-09-2022,50370,1007400,Active,Agent,Mizoram,15,FALSE,FALSE,FALSE,TRUE,Fake Policy - No Premium Collected
POL000691,CUST000869,AGT00133,Auto,17-04-2022,4069,65104,Matured,Agent,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000692,CUST000214,AGT00287,Life,29-07-2023,115318,5996536,Active,Bancassurance,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000693,CUST001618,AGT00159,Life,14-11-2025,46977,2207919,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000694,CUST001664,AGT00320,Auto,17-09-2024,15935,270895,Active,Broker,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000695,CUST002531,AGT00336,Travel,13-10-2025,6131,306550,Active,Bancassurance,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000696,CUST003139,AGT00115,Health,07-05-2025,8159,220293,Active,Bancassurance,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000697,CUST001598,AGT00313,Auto,03-03-2023,14267,699083,Active,Broker,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000698,CUST002181,AGT00059,Auto,10-02-2026,21540,624660,Cancelled,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000699,CUST001673,AGT00128,Auto,08-05-2024,10944,645696,Active,Bancassurance,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000700,CUST000512,AGT00195,Health,07-03-2026,23706,853416,Cancelled,Broker,Bihar,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000701,CUST002259,AGT00088,Auto,06-07-2024,15747,897579,Active,Broker,Haryana,15,FALSE,FALSE,TRUE,FALSE,None
POL000702,CUST003036,AGT00218,Health,16-05-2026,15219,273942,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000703,CUST000987,AGT00217,Auto,17-02-2025,16449,509919,Active,Bancassurance,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000704,CUST002765,AGT00080,Life,16-05-2026,8557,162583,Lapsed,Broker,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000705,CUST000253,AGT00304,Property,25-08-2025,34331,1201585,Cancelled,Broker,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000706,CUST000038,AGT00237,Health,11-04-2026,42953,1632214,Cancelled,Agent,Madhya Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000707,CUST003115,AGT00122,Life,19-09-2023,54652,2459340,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000708,CUST000629,AGT00088,Travel,20-04-2023,3661,197694,Lapsed,Bancassurance,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000709,CUST000987,AGT00336,Life,06-07-2023,68941,3033404,Active,Online,Kerala,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000710,CUST001726,AGT00319,Health,10-12-2022,38937,2180472,Lapsed,Agent,Jharkhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000711,CUST002094,AGT00088,Health,20-09-2023,26094,547974,Cancelled,Broker,Uttarakhand,15,TRUE,FALSE,TRUE,TRUE,Free-Look Period Abuse
POL000712,CUST001478,AGT00010,Property,16-05-2022,4489,94269,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000713,CUST001702,AGT00308,Auto,04-10-2022,24737,1014217,Active,Agent,Karnataka,15,FALSE,FALSE,TRUE,FALSE,None
POL000714,CUST000305,AGT00231,Auto,06-04-2026,22294,847172,Active,Agent,Mizoram,15,FALSE,FALSE,TRUE,FALSE,None
POL000715,CUST001739,AGT00037,Health,31-01-2022,32924,1086492,Cancelled,Agent,Assam,15,TRUE,FALSE,TRUE,FALSE,None
POL000716,CUST002281,AGT00222,Life,04-09-2022,139129,7652095,Active,Agent,Punjab,15,FALSE,FALSE,TRUE,FALSE,None
POL000717,CUST000245,AGT00172,Property,15-02-2023,5869,281712,Matured,Agent,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000718,CUST001745,AGT00298,Auto,27-01-2022,13559,488124,Active,Agent,Gujarat,15,FALSE,FALSE,TRUE,FALSE,None
POL000719,CUST002808,AGT00081,Auto,14-03-2022,19097,782977,Active,Online,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000720,CUST002887,AGT00173,Travel,25-01-2025,13326,266520,Active,Bancassurance,Rajasthan,15,FALSE,FALSE,TRUE,FALSE,None
POL000721,CUST002206,AGT00060,Auto,04-11-2023,14659,351816,Lapsed,Online,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000722,CUST001025,AGT00367,Auto,01-10-2025,12122,715198,Active,Agent,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000723,CUST000217,AGT00299,Health,21-04-2023,45834,2062530,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000724,CUST002976,AGT00280,Property,16-08-2025,28459,1109901,Active,Broker,Chhattisgarh,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000725,CUST000507,AGT00257,Property,15-08-2025,26286,420576,Active,Bancassurance,Uttarakhand,15,FALSE,FALSE,TRUE,FALSE,None
POL000726,CUST000761,AGT00159,Travel,14-10-2022,6213,149112,Lapsed,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000727,CUST002952,AGT00353,Auto,12-01-2026,16775,402600,Active,Agent,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000728,CUST002629,AGT00026,Health,31-07-2022,29099,1163960,Lapsed,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000729,CUST001054,AGT00308,Auto,04-01-2025,13691,260129,Matured,Broker,Meghalaya,15,FALSE,FALSE,TRUE,FALSE,None
POL000730,CUST002675,AGT00084,Property,05-02-2023,7770,279720,Active,Agent,Tamil Nadu,15,FALSE,FALSE,TRUE,FALSE,None
POL000731,CUST002568,AGT00125,Health,17-10-2023,48335,870030,Lapsed,Online,Uttar Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000732,CUST001905,AGT00195,Auto,23-11-2024,15543,746064,Matured,Online,Himachal Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000733,CUST000275,AGT00300,Life,13-05-2023,43070,904470,Lapsed,Bancassurance,Sikkim,15,FALSE,FALSE,TRUE,FALSE,None
POL000734,CUST000492,AGT00321,Health,27-04-2024,36811,1141141,Lapsed,Agent,Bihar,15,FALSE,FALSE,TRUE,FALSE,None
POL000735,CUST000827,AGT00220,Health,20-03-2026,20793,519825,Active,Bancassurance,Nagaland,15,FALSE,FALSE,TRUE,FALSE,None
POL000736,CUST000951,AGT00151,Property,13-09-2025,36162,795564,Active,Agent,Maharashtra,15,FALSE,FALSE,TRUE,FALSE,None
POL000737,CUST002974,AGT00363,Auto,08-04-2022,9545,400890,Active,Online,Rajasthan,15,FALSE,FALSE,TRUE,TRUE,Fronting / Straw Policyholder
POL000738,CUST002895,AGT00095,Auto,01-01-2023,5321,308618,Lapsed,Online,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000739,CUST003108,AGT00308,Auto,08-04-2023,16132,758204,Matured,Agent,Goa,15,FALSE,FALSE,TRUE,FALSE,None
POL000740,CUST003116,AGT00230,Auto,28-01-2022,11330,441870,Active,Online,Andhra Pradesh,15,FALSE,FALSE,TRUE,FALSE,None
POL000741,CUST001179,AGT00144,Auto,14-12-2023,11294,395290,Active,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000742,CUST001101,AGT00001,Life,10-11-2025,130659,3397134,Active,Agent,Kerala,15,FALSE,FALSE,TRUE,FALSE,None
POL000743,CUST001637,AGT00170,Auto,30-09-2022,8333,333320,Lapsed,Agent,West Bengal,15,FALSE,FALSE,TRUE,FALSE,None
POL000744,CUST001456,AGT00108,Travel,05-04-2024,5909,254087,Active,Online,Manipur,15,FALSE,FALSE,TRUE,FALSE,None
POL000745,CUST000039,AGT00039,Auto,24-02-2025,23703,1232556,Active,Agent,Tripura,15,FALSE,FALSE,TRUE,FALSE,None
POL000746,CUST002287,AGT00027,Auto,21-07-2022,8389,411061,Active,Bancassurance,Sikkim,15,FALSE,TRUE,TRUE,TRUE,Backdated Policy Issuance
