claim_id,policy_id,customer_id,agent_id,claim_type,incident_date,claim_date,days_policy_to_incident,claim_amount,approved_amount,claim_status,num_claims_filed_by_customer,police_report_filed,witness_count,documents_altered_flag,fraud_flag,fraud_type
CLM000500,POL000675,CUST001466,AGT00135,Vehicle Damage/Accident,14-09-2022,29-09-2022,78,32775,29268,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000501,POL000394,CUST000889,AGT00213,Hospitalization,18-07-2027,05-08-2027,613,89635,86549,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000502,POL000655,CUST002485,AGT00008,Hospitalization,21-09-2024,14-10-2024,374,759590,270324,Partially Approved,2,TRUE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000503,POL000258,CUST002602,AGT00285,Vehicle Damage/Accident,14-11-2023,03-12-2023,157,22486,16155,Partially Approved,1,TRUE,2,FALSE,FALSE,None
CLM000504,POL000245,CUST001355,AGT00008,Hospitalization,05-08-2023,11-08-2023,78,1346552,988037,Partially Approved,3,FALSE,0,FALSE,FALSE,None
CLM000505,POL000150,CUST000189,AGT00344,Vehicle Damage/Accident,29-09-2024,08-10-2024,84,133549,119516,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000506,POL000624,CUST002095,AGT00088,Fire/Theft/Damage,27-05-2025,25-06-2025,266,66202,51076,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000507,POL000099,CUST000079,AGT00268,Death Claim,17-12-2024,02-01-2025,156,6185466,5420636,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000508,POL000103,CUST002360,AGT00216,Vehicle Damage/Accident,15-02-2025,08-03-2025,92,52390,49124,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000509,POL000723,CUST000217,AGT00299,Hospitalization,19-10-2023,28-10-2023,181,1640227,552915,Rejected,1,TRUE,0,TRUE,TRUE,Fake Supporting Documents
CLM000510,POL000012,CUST003142,AGT00160,Vehicle Damage/Accident,20-09-2024,10-10-2024,237,170007,140195,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000511,POL000893,CUST000234,AGT00176,Death Claim,08-07-2025,02-08-2025,4,3528147,3153743,Partially Approved,2,FALSE,0,FALSE,FALSE,None
CLM000512,POL000226,CUST001926,AGT00144,Vehicle Damage/Accident,29-10-2022,15-11-2022,16,13460,4179,Partially Approved,3,TRUE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000513,POL000958,CUST000381,AGT00102,Vehicle Damage/Accident,13-02-2023,17-02-2023,17,195500,179266,Approved,2,TRUE,2,FALSE,FALSE,None
CLM000514,POL000813,CUST000869,AGT00198,Fire/Theft/Damage,16-05-2024,31-05-2024,47,52062,47329,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000515,POL000442,CUST002759,AGT00301,Hospitalization,20-12-2022,31-12-2022,100,1252832,1070320,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000516,POL000148,CUST002189,AGT00139,Trip Cancellation/Medical,15-07-2025,29-07-2025,293,15021,11771,Partially Approved,3,FALSE,3,FALSE,FALSE,None
CLM000517,POL000179,CUST002165,AGT00263,Hospitalization,23-10-2022,09-11-2022,77,221219,207784,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000518,POL000007,CUST001639,AGT00309,Hospitalization,01-04-2022,29-04-2022,3,1414006,1206380,Partially Approved,2,TRUE,3,FALSE,FALSE,None
CLM000519,POL000152,CUST002718,AGT00363,Hospitalization,30-03-2023,12-04-2023,118,614455,441026,Partially Approved,2,TRUE,0,FALSE,FALSE,None
CLM000520,POL000835,CUST000233,AGT00376,Hospitalization,15-06-2027,24-06-2027,1024,401529,391725,Partially Approved,3,FALSE,1,FALSE,FALSE,None
CLM000521,POL000582,CUST000442,AGT00344,Hospitalization,02-10-2025,26-10-2025,77,542436,504636,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000522,POL000353,CUST001536,AGT00062,Death Claim,13-02-2026,01-03-2026,585,366855,321160,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000523,POL000565,CUST001009,AGT00009,Hospitalization,10-09-2022,18-09-2022,19,62748,52146,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000524,POL000674,CUST003127,AGT00014,Trip Cancellation/Medical,12-01-2024,26-01-2024,34,123747,122258,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000525,POL000417,CUST002631,AGT00164,Hospitalization,06-03-2026,21-03-2026,231,459976,104741,Rejected,3,FALSE,0,FALSE,TRUE,Staged Accident
CLM000526,POL000605,CUST003080,AGT00098,Vehicle Damage/Accident,08-01-2024,15-01-2024,125,231223,72129,Rejected,2,TRUE,0,FALSE,TRUE,Staged Accident
CLM000527,POL000663,CUST001202,AGT00167,Hospitalization,30-12-2024,24-01-2025,260,460085,412211,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000528,POL000570,CUST002732,AGT00008,Fire/Theft/Damage,23-12-2024,19-01-2025,358,265236,208004,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000529,POL000196,CUST001807,AGT00311,Vehicle Damage/Accident,30-11-2022,11-12-2022,52,126497,45595,Partially Approved,3,TRUE,0,TRUE,TRUE,Fake Supporting Documents
CLM000530,POL000325,CUST000211,AGT00269,Hospitalization,30-12-2025,28-01-2026,206,392602,307013,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000531,POL000482,CUST000387,AGT00277,Trip Cancellation/Medical,24-05-2024,27-05-2024,168,177993,140247,Approved,6,FALSE,0,FALSE,FALSE,None
CLM000532,POL000208,CUST002583,AGT00054,Hospitalization,16-01-2023,23-01-2023,355,266812,245979,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000533,POL000936,CUST002264,AGT00163,Vehicle Damage/Accident,24-12-2022,15-01-2023,101,71730,53224,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000534,POL000303,CUST000184,AGT00209,Vehicle Damage/Accident,16-12-2025,21-12-2025,9,179961,167953,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000535,POL000299,CUST000844,AGT00006,Fire/Theft/Damage,24-08-2026,02-09-2026,153,386547,331277,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000536,POL000957,CUST002196,AGT00033,Vehicle Damage/Accident,15-06-2025,05-07-2025,574,136972,111683,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000537,POL000426,CUST001177,AGT00138,Vehicle Damage/Accident,18-08-2022,06-09-2022,2,411347,325013,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000538,POL000062,CUST000942,AGT00097,Trip Cancellation/Medical,31-01-2026,13-02-2026,49,121580,103824,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000539,POL000195,CUST001166,AGT00112,Death Claim,22-02-2023,21-03-2023,68,1307368,1039691,Partially Approved,4,FALSE,3,FALSE,FALSE,None
CLM000540,POL000567,CUST002903,AGT00320,Trip Cancellation/Medical,12-07-2024,31-07-2024,261,47611,39461,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000541,POL000363,CUST002101,AGT00250,Death Claim,13-01-2023,29-01-2023,70,172636,61732,Rejected,1,FALSE,0,TRUE,TRUE,Fake Supporting Documents
CLM000542,POL000561,CUST001419,AGT00369,Death Claim,30-03-2026,01-04-2026,49,445091,395151,Partially Approved,1,TRUE,0,FALSE,FALSE,None
CLM000543,POL000618,CUST000620,AGT00302,Hospitalization,14-03-2024,15-03-2024,188,1051386,319304,Under Investigation,2,FALSE,1,FALSE,TRUE,Staged Accident
CLM000544,POL000945,CUST000095,AGT00367,Hospitalization,30-05-2026,02-06-2026,8,425406,61481,Under Investigation,3,FALSE,1,FALSE,TRUE,Early Claim Fraud
CLM000545,POL000078,CUST002262,AGT00194,Hospitalization,29-03-2024,22-04-2024,33,845351,798452,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000546,POL000887,CUST001499,AGT00337,Death Claim,25-01-2025,06-02-2025,94,859408,653585,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000547,POL000929,CUST002442,AGT00367,Hospitalization,03-04-2022,09-04-2022,79,281004,280592,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000548,POL000284,CUST002468,AGT00100,Death Claim,04-06-2026,06-06-2026,76,2487528,2096317,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000549,POL000057,CUST003199,AGT00103,Fire/Theft/Damage,16-08-2026,09-09-2026,20,33517,30683,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000550,POL000681,CUST002651,AGT00111,Vehicle Damage/Accident,19-06-2024,05-07-2024,80,97280,87875,Approved,4,FALSE,3,FALSE,FALSE,None
CLM000551,POL000376,CUST000333,AGT00111,Fire/Theft/Damage,10-11-2023,09-12-2023,287,373606,324979,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000552,POL000376,CUST000333,AGT00111,Fire/Theft/Damage,03-05-2023,08-05-2023,96,1161296,372481,Rejected,4,FALSE,3,FALSE,TRUE,Multiple/Duplicate Claims
CLM000553,POL000719,CUST002808,AGT00081,Vehicle Damage/Accident,19-08-2022,31-08-2022,158,109657,83908,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000554,POL000772,CUST001594,AGT00325,Hospitalization,02-05-2026,06-05-2026,32,580546,479832,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000555,POL000788,CUST001741,AGT00196,Vehicle Damage/Accident,05-11-2025,19-11-2025,13,35376,26118,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000556,POL000373,CUST002771,AGT00253,Hospitalization,22-01-2024,08-02-2024,381,996171,751661,Approved,4,TRUE,3,FALSE,FALSE,None
CLM000557,POL000857,CUST001179,AGT00276,Death Claim,25-04-2026,07-05-2026,72,523618,478528,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000558,POL000675,CUST001466,AGT00135,Vehicle Damage/Accident,13-09-2022,26-09-2022,77,284504,199566,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000559,POL000244,CUST000911,AGT00027,Vehicle Damage/Accident,06-04-2026,23-04-2026,378,113864,110100,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000560,POL000762,CUST002567,AGT00241,Death Claim,20-12-2023,09-01-2024,221,872323,776328,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000561,POL000821,CUST002161,AGT00193,Vehicle Damage/Accident,09-12-2022,06-01-2023,254,61016,50781,Partially Approved,2,TRUE,0,FALSE,FALSE,None
CLM000562,POL000039,CUST002836,AGT00109,Vehicle Damage/Accident,18-11-2024,03-12-2024,206,62739,22057,Rejected,3,TRUE,0,FALSE,TRUE,Multiple/Duplicate Claims
CLM000563,POL000309,CUST003141,AGT00344,Fire/Theft/Damage,15-10-2024,13-11-2024,20,501675,370177,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000564,POL000633,CUST000340,AGT00088,Death Claim,19-05-2026,28-05-2026,570,617029,602509,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000565,POL000086,CUST001806,AGT00001,Death Claim,29-01-2025,24-02-2025,431,1414427,1292357,Approved,4,TRUE,0,FALSE,FALSE,None
CLM000566,POL000099,CUST000079,AGT00268,Death Claim,31-08-2024,10-09-2024,48,1027831,823208,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000567,POL000374,CUST000684,AGT00379,Trip Cancellation/Medical,14-01-2024,20-01-2024,293,39263,28319,Partially Approved,1,FALSE,2,FALSE,FALSE,None
CLM000568,POL000758,CUST002423,AGT00228,Vehicle Damage/Accident,15-04-2024,02-05-2024,94,80993,64608,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000569,POL000495,CUST001977,AGT00278,Hospitalization,08-12-2026,20-12-2026,207,2421625,275748,Rejected,4,TRUE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000570,POL000860,CUST000360,AGT00084,Vehicle Damage/Accident,26-06-2024,20-07-2024,32,19865,18591,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000571,POL000906,CUST003189,AGT00038,Trip Cancellation/Medical,23-11-2025,21-12-2025,139,42841,39237,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000572,POL000208,CUST002583,AGT00054,Hospitalization,19-02-2022,28-02-2022,24,654406,166641,Rejected,3,TRUE,1,TRUE,TRUE,Fake Supporting Documents
CLM000573,POL000625,CUST001764,AGT00041,Vehicle Damage/Accident,18-04-2024,20-04-2024,138,268507,259311,Approved,1,FALSE,3,FALSE,FALSE,None
CLM000574,POL000983,CUST002241,AGT00257,Hospitalization,02-12-2023,18-12-2023,50,465806,351312,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000575,POL000083,CUST002802,AGT00186,Death Claim,04-12-2024,20-12-2024,108,1241834,1037663,Approved,4,FALSE,2,FALSE,FALSE,None
CLM000576,POL000577,CUST001983,AGT00254,Trip Cancellation/Medical,31-03-2023,22-04-2023,198,59974,54767,Partially Approved,3,FALSE,2,FALSE,FALSE,None
CLM000577,POL000001,CUST000680,AGT00223,Hospitalization,11-11-2025,04-12-2025,377,104972,75615,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000578,POL000437,CUST002452,AGT00265,Hospitalization,14-07-2023,10-08-2023,32,1653861,1342609,Approved,1,TRUE,3,FALSE,FALSE,None
CLM000579,POL000686,CUST001979,AGT00297,Fire/Theft/Damage,15-10-2023,13-11-2023,402,161176,140464,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000580,POL000250,CUST001248,AGT00155,Death Claim,04-05-2024,05-05-2024,88,458661,371534,Approved,3,FALSE,1,FALSE,FALSE,None
CLM000581,POL000410,CUST001505,AGT00281,Death Claim,27-07-2023,23-08-2023,334,1745079,1472950,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000582,POL000738,CUST002895,AGT00095,Vehicle Damage/Accident,10-05-2023,31-05-2023,129,132926,117298,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000583,POL000386,CUST002612,AGT00115,Death Claim,05-07-2027,01-08-2027,356,955204,774209,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000584,POL000796,CUST000032,AGT00066,Hospitalization,14-04-2026,25-04-2026,195,724212,529981,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000585,POL000084,CUST000386,AGT00191,Trip Cancellation/Medical,28-02-2023,21-03-2023,127,279142,207076,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000586,POL000490,CUST000906,AGT00049,Vehicle Damage/Accident,11-04-2026,14-04-2026,67,348065,298674,Partially Approved,1,FALSE,3,FALSE,FALSE,None
CLM000587,POL000239,CUST002059,AGT00085,Fire/Theft/Damage,30-06-2024,02-07-2024,624,981797,738725,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000588,POL000923,CUST002828,AGT00001,Hospitalization,21-10-2026,04-11-2026,290,136599,16168,Partially Approved,3,TRUE,2,TRUE,TRUE,Fake Supporting Documents
CLM000589,POL000540,CUST002176,AGT00303,Hospitalization,25-06-2024,26-06-2024,86,466647,443433,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000590,POL000380,CUST001822,AGT00217,Death Claim,14-08-2024,20-08-2024,32,654114,526371,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000591,POL000799,CUST001267,AGT00129,Hospitalization,17-09-2025,24-09-2025,272,885129,840249,Approved,4,FALSE,1,FALSE,FALSE,None
CLM000592,POL000943,CUST001845,AGT00157,Fire/Theft/Damage,31-03-2025,02-04-2025,827,83387,71709,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000593,POL000391,CUST002722,AGT00087,Vehicle Damage/Accident,07-10-2025,09-10-2025,58,62421,46673,Approved,4,TRUE,2,FALSE,FALSE,None
CLM000594,POL000328,CUST001361,AGT00288,Vehicle Damage/Accident,17-12-2025,01-01-2026,445,39217,34678,Partially Approved,1,TRUE,3,FALSE,FALSE,None
CLM000595,POL000480,CUST002717,AGT00367,Vehicle Damage/Accident,14-12-2024,04-01-2025,24,120642,40161,Rejected,1,TRUE,2,FALSE,TRUE,Early Claim Fraud
CLM000596,POL000971,CUST001722,AGT00221,Trip Cancellation/Medical,01-04-2024,06-04-2024,547,260411,188841,Partially Approved,1,FALSE,0,FALSE,FALSE,None
CLM000597,POL000304,CUST001284,AGT00104,Vehicle Damage/Accident,27-03-2025,09-04-2025,246,141666,112530,Partially Approved,1,FALSE,1,FALSE,FALSE,None
CLM000598,POL000282,CUST000467,AGT00223,Hospitalization,07-01-2025,26-01-2025,76,1523724,1069067,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000599,POL000695,CUST002531,AGT00336,Trip Cancellation/Medical,17-12-2025,05-01-2026,65,178464,141866,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000600,POL000345,CUST002746,AGT00194,Hospitalization,29-10-2026,13-11-2026,185,137035,109714,Approved,5,FALSE,1,FALSE,FALSE,None
CLM000601,POL000135,CUST003090,AGT00128,Death Claim,16-03-2026,17-03-2026,162,1572799,1398316,Approved,2,TRUE,0,FALSE,FALSE,None
CLM000602,POL000468,CUST000008,AGT00022,Death Claim,09-09-2025,12-09-2025,452,360110,273580,Partially Approved,1,FALSE,2,FALSE,FALSE,None
CLM000603,POL000361,CUST001137,AGT00277,Fire/Theft/Damage,31-03-2027,25-04-2027,261,130295,92382,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000604,POL000569,CUST001134,AGT00152,Death Claim,30-05-2023,17-06-2023,139,107134,85138,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000605,POL000115,CUST001330,AGT00130,Fire/Theft/Damage,04-11-2024,21-11-2024,472,689779,653693,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000606,POL000186,CUST001535,AGT00328,Vehicle Damage/Accident,29-03-2025,23-04-2025,161,213766,175233,Approved,4,FALSE,2,FALSE,FALSE,None
CLM000607,POL000478,CUST000483,AGT00035,Vehicle Damage/Accident,03-12-2023,24-12-2023,341,186616,153870,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000608,POL000888,CUST000927,AGT00328,Death Claim,25-06-2025,03-07-2025,330,1622744,1364254,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000609,POL000001,CUST000680,AGT00223,Hospitalization,25-01-2026,05-02-2026,452,48030,44453,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000610,POL000850,CUST001889,AGT00027,Vehicle Damage/Accident,13-10-2024,02-11-2024,12,147942,124864,Partially Approved,2,TRUE,3,FALSE,FALSE,None
CLM000611,POL000968,CUST001947,AGT00280,Vehicle Damage/Accident,28-12-2025,05-01-2026,157,704828,512681,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000612,POL000541,CUST003150,AGT00204,Vehicle Damage/Accident,22-09-2025,20-10-2025,113,62782,47834,Approved,3,TRUE,2,FALSE,FALSE,None
CLM000613,POL000744,CUST001456,AGT00108,Trip Cancellation/Medical,04-08-2024,25-08-2024,121,191394,144764,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000614,POL000662,CUST001173,AGT00024,Vehicle Damage/Accident,13-07-2025,19-07-2025,110,661543,563872,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000615,POL000992,CUST001359,AGT00328,Hospitalization,06-08-2023,12-08-2023,327,1593603,1129830,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000616,POL000424,CUST002575,AGT00353,Hospitalization,13-08-2023,19-08-2023,69,62568,49121,Partially Approved,3,FALSE,2,FALSE,FALSE,None
CLM000617,POL000702,CUST003036,AGT00218,Hospitalization,04-09-2026,06-09-2026,111,44497,39253,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000618,POL000270,CUST002528,AGT00012,Death Claim,23-11-2024,03-12-2024,40,3943172,3179754,Approved,1,FALSE,0,FALSE,FALSE,None
CLM000619,POL000760,CUST000207,AGT00313,Vehicle Damage/Accident,23-02-2024,04-03-2024,52,154378,140841,Approved,3,TRUE,3,FALSE,FALSE,None
CLM000620,POL000898,CUST000387,AGT00002,Vehicle Damage/Accident,10-09-2026,19-09-2026,194,226108,184813,Approved,6,TRUE,2,FALSE,FALSE,None
CLM000621,POL000419,CUST000348,AGT00197,Vehicle Damage/Accident,18-11-2022,11-12-2022,22,744456,739823,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000622,POL000327,CUST001628,AGT00161,Fire/Theft/Damage,06-02-2025,09-02-2025,37,865027,334528,Under Investigation,6,TRUE,0,FALSE,TRUE,Exaggerated Claim Amount
CLM000623,POL000195,CUST001166,AGT00112,Death Claim,30-04-2023,02-05-2023,135,636860,598617,Approved,4,FALSE,3,FALSE,FALSE,None
CLM000624,POL000893,CUST000234,AGT00176,Death Claim,12-07-2025,16-07-2025,8,1895060,1869130,Partially Approved,2,FALSE,0,FALSE,FALSE,None
CLM000625,POL000255,CUST001665,AGT00027,Trip Cancellation/Medical,24-09-2022,02-10-2022,24,31826,24233,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000626,POL000079,CUST000916,AGT00337,Death Claim,19-04-2027,28-04-2027,358,3178592,2941077,Approved,2,FALSE,0,FALSE,FALSE,None
CLM000627,POL000875,CUST002725,AGT00080,Hospitalization,30-05-2027,25-06-2027,336,1942788,1547425,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000628,POL000098,CUST001060,AGT00308,Vehicle Damage/Accident,15-01-2026,17-01-2026,76,162785,149369,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000629,POL000150,CUST000189,AGT00344,Vehicle Damage/Accident,21-09-2024,07-10-2024,76,275900,224077,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000630,POL000786,CUST002898,AGT00104,Death Claim,27-08-2026,02-09-2026,496,1252720,985672,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000631,POL000814,CUST002064,AGT00292,Trip Cancellation/Medical,05-05-2026,13-05-2026,4,76271,75328,Approved,1,FALSE,1,FALSE,FALSE,None
CLM000632,POL000850,CUST001889,AGT00027,Vehicle Damage/Accident,06-03-2025,09-03-2025,156,57424,43812,Partially Approved,2,TRUE,1,FALSE,FALSE,None
CLM000633,POL000447,CUST001231,AGT00181,Fire/Theft/Damage,09-11-2023,20-11-2023,163,316447,293526,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000634,POL000123,CUST002629,AGT00045,Death Claim,10-04-2027,05-05-2027,279,1231305,1111131,Approved,1,TRUE,0,FALSE,FALSE,None
CLM000635,POL000610,CUST002992,AGT00014,Hospitalization,31-01-2024,20-02-2024,545,1566607,1239253,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000636,POL000676,CUST000403,AGT00044,Fire/Theft/Damage,24-02-2025,01-03-2025,79,133553,111851,Approved,1,TRUE,2,FALSE,FALSE,None
CLM000637,POL000558,CUST001811,AGT00215,Vehicle Damage/Accident,26-09-2022,08-10-2022,103,374970,278558,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000638,POL000359,CUST002692,AGT00268,Death Claim,23-11-2023,16-12-2023,200,3139553,3065342,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000639,POL000239,CUST002059,AGT00085,Fire/Theft/Damage,21-06-2024,18-07-2024,615,194196,192338,Approved,2,FALSE,3,FALSE,FALSE,None
CLM000640,POL000742,CUST001101,AGT00001,Death Claim,13-12-2026,24-12-2026,398,1650869,1518368,Partially Approved,3,FALSE,3,FALSE,FALSE,None
CLM000641,POL000805,CUST001585,AGT00136,Trip Cancellation/Medical,30-11-2023,05-12-2023,197,21909,20919,Approved,2,TRUE,1,FALSE,FALSE,None
CLM000642,POL000756,CUST003117,AGT00325,Trip Cancellation/Medical,22-10-2023,11-11-2023,349,116122,84163,Approved,2,FALSE,2,FALSE,FALSE,None
CLM000643,POL000530,CUST000258,AGT00324,Trip Cancellation/Medical,01-08-2026,21-08-2026,16,182113,59338,Partially Approved,1,FALSE,1,FALSE,TRUE,Multiple/Duplicate Claims
CLM000644,POL000683,CUST000449,AGT00165,Fire/Theft/Damage,20-05-2024,10-06-2024,85,350242,279928,Approved,1,FALSE,2,FALSE,FALSE,None
CLM000645,POL000872,CUST001033,AGT00188,Death Claim,18-10-2025,21-10-2025,2,746647,649198,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000646,POL000669,CUST001402,AGT00281,Fire/Theft/Damage,06-02-2025,15-02-2025,35,236121,53337,Rejected,1,FALSE,2,FALSE,TRUE,Multiple/Duplicate Claims
CLM000647,POL000204,CUST000660,AGT00171,Trip Cancellation/Medical,07-08-2023,04-09-2023,179,29032,25229,Approved,1,TRUE,1,FALSE,FALSE,None
CLM000648,POL000658,CUST000365,AGT00134,Hospitalization,20-06-2025,08-07-2025,390,874601,783913,Partially Approved,2,TRUE,0,FALSE,FALSE,None
CLM000649,POL000991,CUST002307,AGT00001,Vehicle Damage/Accident,05-11-2022,17-11-2022,180,709466,524796,Approved,3,TRUE,0,FALSE,FALSE,None
CLM000650,POL000143,CUST000531,AGT00073,Trip Cancellation/Medical,02-02-2025,25-02-2025,196,73273,54186,Approved,3,FALSE,2,FALSE,FALSE,None
CLM000651,POL000187,CUST001490,AGT00317,Fire/Theft/Damage,09-10-2025,13-10-2025,19,514173,365385,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000652,POL000488,CUST001360,AGT00338,Death Claim,02-01-2024,26-01-2024,196,2336002,2168435,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000653,POL000122,CUST002570,AGT00011,Vehicle Damage/Accident,26-04-2026,03-05-2026,109,155909,124618,Approved,2,TRUE,3,FALSE,FALSE,None
CLM000654,POL000350,CUST001278,AGT00331,Fire/Theft/Damage,24-03-2024,17-04-2024,189,35787,27471,Partially Approved,1,FALSE,2,FALSE,FALSE,None
CLM000655,POL000100,CUST001299,AGT00140,Death Claim,06-05-2022,26-05-2022,71,113682,106113,Partially Approved,2,TRUE,0,FALSE,FALSE,None
CLM000656,POL000284,CUST002468,AGT00100,Death Claim,23-08-2026,03-09-2026,156,4745172,1851167,Partially Approved,3,FALSE,2,TRUE,TRUE,Fake Supporting Documents
CLM000657,POL000949,CUST000150,AGT00064,Death Claim,07-02-2026,09-02-2026,99,2332364,1931558,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000658,POL000527,CUST000191,AGT00006,Vehicle Damage/Accident,08-08-2025,31-08-2025,147,43906,40544,Approved,3,TRUE,1,FALSE,FALSE,None
CLM000659,POL000384,CUST001772,AGT00263,Vehicle Damage/Accident,30-08-2024,11-09-2024,28,98274,15901,Partially Approved,3,FALSE,1,FALSE,TRUE,Early Claim Fraud
CLM000660,POL000555,CUST000172,AGT00250,Fire/Theft/Damage,21-01-2025,30-01-2025,90,202743,66212,Under Investigation,2,FALSE,1,TRUE,TRUE,Fake Supporting Documents
CLM000661,POL000801,CUST001166,AGT00177,Vehicle Damage/Accident,04-12-2023,10-12-2023,84,83943,62725,Approved,4,TRUE,1,FALSE,FALSE,None
CLM000662,POL000898,CUST000387,AGT00002,Vehicle Damage/Accident,25-10-2026,01-11-2026,239,28748,21684,Approved,6,TRUE,1,FALSE,FALSE,None
CLM000663,POL000187,CUST001490,AGT00317,Fire/Theft/Damage,28-04-2026,04-05-2026,220,97893,85633,Approved,3,FALSE,3,FALSE,FALSE,None
CLM000664,POL000008,CUST001797,AGT00049,Vehicle Damage/Accident,04-06-2024,22-06-2024,431,239495,169339,Approved,10,TRUE,3,FALSE,FALSE,None
CLM000665,POL000624,CUST002095,AGT00088,Fire/Theft/Damage,01-03-2025,14-03-2025,179,101021,97054,Approved,2,FALSE,1,FALSE,FALSE,None
CLM000666,POL000545,CUST000546,AGT00095,Fire/Theft/Damage,16-02-2025,25-02-2025,67,666074,206480,Rejected,1,TRUE,2,FALSE,TRUE,Exaggerated Claim Amount
CLM000667,POL000419,CUST000348,AGT00197,Vehicle Damage/Accident,29-07-2023,19-08-2023,275,814882,672265,Approved,2,FALSE,0,FALSE,FALSE,None
