payment_id,policy_id,customer_id,agent_id,payment_date,payment_amount,payment_mode,payment_status,receipt_number,is_duplicate_receipt,premium_remitted_to_insurer,remittance_delay_days,fraud_flag,fraud_type
PAY000701,POL000154,CUST000246,AGT00118,2022-04-02,15995,Card,Bounced,RCPT497933,False,True,1,True,Bounced Cheque Used for Coverage
PAY000702,POL000438,CUST000290,AGT00183,2022-03-11,25621,UPI,Success,RCPT577326,False,True,2,False,None
PAY000703,POL000765,CUST002867,AGT00345,2023-08-13,35067,Card,Reversed,RCPT178771,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000704,POL000271,CUST002336,AGT00066,2025-01-25,11063,NEFT,Success,RCPT891621,False,True,1,False,None
PAY000705,POL000541,CUST003150,AGT00204,2025-05-30,18466,Card,Success,RCPT711147,False,True,2,False,None
PAY000706,POL000996,CUST000308,AGT00262,2025-03-05,18900,NEFT,Success,RCPT582217,False,True,0,False,None
PAY000707,POL000074,CUST002682,AGT00176,2024-05-28,21601,UPI,Reversed,RCPT332850,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000708,POL000796,CUST000032,AGT00066,2025-10-20,51780,UPI,Success,RCPT745671,False,True,2,False,None
PAY000709,POL000571,CUST003011,AGT00369,2025-07-04,36557,UPI,Success,RCPT701796,False,True,0,False,None
PAY000710,POL000755,CUST002971,AGT00207,2026-01-20,20680,Cash,Success,RCPT991930,False,True,1,False,None
PAY000711,POL000841,CUST003150,AGT00024,2024-07-22,6475,NEFT,Success,RCPT232937,False,True,0,False,None
PAY000712,POL000149,CUST002494,AGT00010,2022-03-16,23310,Cash,Success,RCPT591818,False,True,1,False,None
PAY000713,POL000506,CUST002355,AGT00283,2025-08-10,17473,Card,Success,RCPT221389,False,True,1,False,None
PAY000714,POL000010,CUST003034,AGT00238,2026-04-02,19943,Cheque,Success,RCPT857389,False,True,1,False,None
PAY000715,POL000644,CUST000985,AGT00240,2025-04-26,55408,Card,Success,RCPT586719,False,True,2,False,None
PAY000716,POL000502,CUST000992,AGT00124,2022-08-31,9847,UPI,Success,RCPT497756,False,True,0,False,None
PAY000717,POL000062,CUST000942,AGT00097,2025-12-13,6248,NEFT,Success,RCPT288513,False,True,2,False,None
PAY000718,POL000388,CUST001213,AGT00164,2023-12-07,122001,Card,Success,RCPT863961,False,True,2,False,None
PAY000719,POL000895,CUST002692,AGT00340,2026-04-02,37361,NEFT,Success,RCPT833360,False,False,383,True,Premium Diversion by Agent
PAY000720,POL000774,CUST000850,AGT00353,2023-12-20,12111,Card,Success,RCPT792942,False,True,2,False,None
PAY000721,POL000730,CUST002675,AGT00084,2023-02-01,7102,Cheque,Success,RCPT179132,False,True,0,False,None
PAY000722,POL000232,CUST002605,AGT00066,2023-11-03,24232,Cheque,Success,RCPT351894,False,True,2,False,None
PAY000723,POL000848,CUST001924,AGT00368,2024-12-06,21042,UPI,Success,RCPT327993,False,True,2,False,None
PAY000724,POL000584,CUST001601,AGT00302,2023-08-13,23443,Cash,Bounced,RCPT180922,False,True,1,True,Bounced Cheque Used for Coverage
PAY000725,POL000988,CUST002311,AGT00149,2023-07-24,27779,Card,Success,RCPT514018,False,True,1,False,None
PAY000726,POL000528,CUST000148,AGT00043,2022-11-19,33020,Cash,Reversed,RCPT565570,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000727,POL000550,CUST002439,AGT00162,2024-01-19,50196,Card,Success,RCPT164761,False,True,1,False,None
PAY000728,POL000689,CUST000307,AGT00340,2022-04-27,23553,UPI,Success,RCPT157276,False,True,2,False,None
PAY000729,POL000445,CUST000987,AGT00270,2024-12-02,8969,Card,Success,RCPT337538,False,True,0,False,None
PAY000730,POL000321,CUST001007,AGT00063,2026-03-14,18456,Cheque,Success,RCPT465937,False,True,0,False,None
PAY000731,POL000894,CUST001618,AGT00346,2024-06-05,22986,Cheque,Success,RCPT728677,False,True,1,False,None
PAY000732,POL000083,CUST002802,AGT00186,2024-09-05,69772,Card,Success,RCPT829933,False,True,0,False,None
PAY000733,POL000434,CUST002131,AGT00106,2022-08-17,33882,Cash,Success,RCPT694009,False,True,0,False,None
PAY000734,POL000017,CUST001548,AGT00115,2024-07-05,9998,Card,Success,RCPT136994,False,True,2,False,None
PAY000735,POL000369,CUST000198,AGT00222,2024-03-04,54150,UPI,Success,RCPT976448,False,True,1,False,None
PAY000736,POL000668,CUST000306,AGT00125,2026-05-29,29181,Cash,Success,RCPT218569,False,True,0,False,None
PAY000737,POL000684,CUST000743,AGT00369,2024-11-19,14501,Card,Reversed,RCPT107692,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000738,POL000908,CUST001050,AGT00033,2025-02-07,30996,Card,Success,RCPT551612,False,True,1,False,None
PAY000739,POL000582,CUST000442,AGT00344,2025-07-21,28104,Cheque,Success,RCPT226728,False,True,1,False,None
PAY000740,POL000583,CUST000271,AGT00197,2024-04-12,17897,Card,Success,RCPT827701,False,True,0,False,None
PAY000741,POL000255,CUST001665,AGT00027,2022-08-26,3639,Cheque,Success,RCPT528089,True,True,1,True,Fake Payment Receipt Submitted
PAY000742,POL000456,CUST000924,AGT00262,2022-08-06,106980,Card,Success,RCPT531160,False,True,1,False,None
PAY000743,POL000643,CUST000440,AGT00209,2025-12-03,32664,UPI,Success,RCPT965673,False,True,2,False,None
PAY000744,POL000561,CUST001419,AGT00369,2026-02-20,47015,Cheque,Reversed,RCPT971448,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000745,POL000533,CUST000824,AGT00264,2022-12-30,3993,UPI,Success,RCPT329565,False,True,2,False,None
PAY000746,POL000392,CUST000807,AGT00132,2023-03-23,8309,Card,Success,RCPT262750,False,True,2,False,None
PAY000747,POL000320,CUST001864,AGT00010,2025-04-01,14596,Cheque,Success,RCPT454379,False,True,1,False,None
PAY000748,POL000220,CUST001152,AGT00007,2022-03-30,32414,UPI,Success,RCPT585746,False,True,2,False,None
PAY000749,POL000699,CUST001673,AGT00128,2024-05-25,10744,Card,Success,RCPT195106,False,True,2,False,None
PAY000750,POL000414,CUST002082,AGT00102,2025-02-22,92409,Card,Success,RCPT512498,False,True,0,False,None
PAY000751,POL000032,CUST000608,AGT00088,2025-06-10,7688,UPI,Success,RCPT548224,False,True,2,False,None
PAY000752,POL000715,CUST001739,AGT00037,2022-02-04,31819,UPI,Success,RCPT899225,False,True,2,False,None
PAY000753,POL000788,CUST001741,AGT00196,2025-11-04,15207,NEFT,Success,RCPT257614,False,True,0,False,None
PAY000754,POL000754,CUST000247,AGT00309,2025-02-08,7901,UPI,Success,RCPT186169,False,True,1,False,None
PAY000755,POL000016,CUST001890,AGT00043,2023-12-04,10215,UPI,Success,RCPT533030,False,False,234,True,Premium Diversion by Agent
PAY000756,POL000409,CUST002724,AGT00321,2026-07-26,9130,Cash,Success,RCPT902069,False,True,0,False,None
PAY000757,POL000828,CUST002882,AGT00143,2025-09-22,12762,Card,Success,RCPT709619,False,True,0,False,None
PAY000758,POL000173,CUST001796,AGT00262,2023-01-01,10125,Cheque,Reversed,RCPT980490,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000759,POL000649,CUST000310,AGT00182,2026-05-20,10748,Cash,Success,RCPT699062,False,True,2,False,None
PAY000760,POL000179,CUST002165,AGT00263,2022-08-06,17118,Card,Success,RCPT492623,False,True,0,False,None
PAY000761,POL000871,CUST001054,AGT00263,2022-04-14,55463,UPI,Success,RCPT848045,False,True,0,False,None
PAY000762,POL000573,CUST001226,AGT00205,2023-02-05,10577,Card,Success,RCPT609270,False,True,0,False,None
PAY000763,POL000497,CUST001037,AGT00122,2023-06-07,2270,UPI,Success,RCPT995854,False,True,1,False,None
PAY000764,POL000936,CUST002264,AGT00163,2022-10-02,17267,Card,Success,RCPT410323,False,True,1,False,None
PAY000765,POL000104,CUST000204,AGT00369,2026-01-12,36590,Card,Success,RCPT745458,False,True,1,False,None
PAY000766,POL000317,CUST001785,AGT00222,2026-04-24,30514,Cheque,Bounced,RCPT502472,False,True,1,True,Bounced Cheque Used for Coverage
PAY000767,POL000707,CUST003115,AGT00122,2023-09-23,52337,Card,Success,RCPT154947,False,True,1,False,None
PAY000768,POL000768,CUST001318,AGT00016,2022-08-02,40816,Cheque,Success,RCPT749622,False,True,2,False,None
PAY000769,POL000976,CUST001321,AGT00199,2022-07-06,121667,UPI,Success,RCPT309033,False,True,2,False,None
PAY000770,POL000588,CUST003082,AGT00087,2025-10-28,9865,Cash,Success,RCPT711426,False,True,1,False,None
PAY000771,POL000783,CUST003138,AGT00340,2025-09-01,9270,Cash,Success,RCPT901108,False,True,1,False,None
PAY000772,POL000181,CUST003005,AGT00239,2024-04-22,9810,UPI,Success,RCPT503997,False,True,1,False,None
PAY000773,POL000132,CUST001668,AGT00129,2024-08-20,19624,Card,Success,RCPT446336,False,True,0,False,None
PAY000774,POL000663,CUST001202,AGT00167,2024-04-09,26953,Card,Success,RCPT345573,False,True,0,False,None
PAY000775,POL000155,CUST002904,AGT00187,2023-11-24,18745,Cheque,Success,RCPT462756,False,True,1,False,None
PAY000776,POL000359,CUST002692,AGT00268,2023-05-12,79966,Card,Success,RCPT164758,False,True,1,False,None
PAY000777,POL000235,CUST002647,AGT00144,2026-03-31,17160,UPI,Success,RCPT781038,False,True,0,False,None
PAY000778,POL000760,CUST000207,AGT00313,2024-01-14,7087,UPI,Success,RCPT563544,False,True,0,False,None
PAY000779,POL000165,CUST002127,AGT00197,2024-07-06,44975,UPI,Success,RCPT149962,False,True,0,False,None
PAY000780,POL000717,CUST000245,AGT00172,2023-02-14,5329,Cash,Success,RCPT308563,False,True,0,False,None
PAY000781,POL000427,CUST000053,AGT00199,2023-08-03,48650,UPI,Success,RCPT407672,False,True,0,False,None
PAY000782,POL000677,CUST000614,AGT00008,2025-01-08,17912,Cheque,Bounced,RCPT239340,False,True,1,True,Bounced Cheque Used for Coverage
PAY000783,POL000488,CUST001360,AGT00338,2023-06-30,59154,Cheque,Success,RCPT206212,False,True,1,False,None
PAY000784,POL000213,CUST000371,AGT00295,2023-06-25,17451,Cheque,Success,RCPT256673,False,True,0,False,None
PAY000785,POL000925,CUST000082,AGT00350,2022-04-01,38052,UPI,Success,RCPT301047,False,True,1,False,None
PAY000786,POL000766,CUST002350,AGT00074,2025-11-01,16617,UPI,Success,RCPT672427,False,False,375,True,Premium Diversion by Agent
PAY000787,POL000157,CUST002796,AGT00007,2024-09-16,52514,UPI,Success,RCPT768587,False,True,0,False,None
PAY000788,POL000689,CUST000307,AGT00340,2022-04-21,22330,UPI,Success,RCPT405845,False,True,0,False,None
PAY000789,POL000075,CUST001651,AGT00260,2022-03-03,20959,Cheque,Success,RCPT326125,False,True,1,False,None
PAY000790,POL000435,CUST000738,AGT00234,2025-11-02,23182,Card,Reversed,RCPT195238,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000791,POL000178,CUST002408,AGT00017,2022-11-29,6993,UPI,Success,RCPT171925,False,True,1,False,None
PAY000792,POL000796,CUST000032,AGT00066,2025-09-28,51818,UPI,Success,RCPT424569,False,True,1,False,None
PAY000793,POL000842,CUST002766,AGT00066,2025-02-10,10341,UPI,Success,RCPT587327,False,True,2,False,None
PAY000794,POL000645,CUST001373,AGT00370,2024-10-11,20301,Cheque,Success,RCPT996156,False,True,0,False,None
PAY000795,POL000637,CUST001110,AGT00081,2024-11-16,12915,UPI,Success,RCPT669517,False,True,0,False,None
PAY000796,POL000312,CUST000627,AGT00336,2026-01-16,11246,Card,Success,RCPT971910,False,True,1,False,None
PAY000797,POL000832,CUST000704,AGT00214,2023-03-09,13191,UPI,Success,RCPT321000,False,True,1,False,None
PAY000798,POL000127,CUST002669,AGT00322,2026-03-07,12214,Card,Success,RCPT911700,False,True,2,False,None
PAY000799,POL000377,CUST001244,AGT00108,2026-08-03,145013,NEFT,Success,RCPT570992,False,True,0,False,None
PAY000800,POL000345,CUST002746,AGT00194,2026-05-01,6629,Cheque,Success,RCPT162448,False,True,0,False,None
PAY000801,POL000225,CUST002901,AGT00098,2025-11-23,41557,UPI,Success,RCPT297940,False,True,1,False,None
PAY000802,POL000017,CUST001548,AGT00115,2024-06-21,9972,Card,Reversed,RCPT407436,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000803,POL000497,CUST001037,AGT00122,2023-06-08,2238,Cheque,Success,RCPT630588,False,True,2,False,None
PAY000804,POL000993,CUST000085,AGT00269,2024-07-23,81721,Cash,Success,RCPT314266,False,True,0,False,None
PAY000805,POL000473,CUST000912,AGT00209,2026-04-29,12475,UPI,Success,RCPT664222,False,True,2,False,None
PAY000806,POL000865,CUST001099,AGT00338,2026-06-05,3389,Cheque,Success,RCPT256892,False,True,0,False,None
PAY000807,POL000311,CUST001797,AGT00107,2023-03-30,10169,Cheque,Success,RCPT428017,False,True,1,False,None
PAY000808,POL000758,CUST002423,AGT00228,2024-01-11,9927,NEFT,Reversed,RCPT850802,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000809,POL000137,CUST000948,AGT00046,2024-08-21,122674,UPI,Success,RCPT626155,False,True,1,False,None
PAY000810,POL000475,CUST003191,AGT00258,2023-06-07,4903,Cheque,Reversed,RCPT194117,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000811,POL000217,CUST002103,AGT00191,2024-03-14,31736,Card,Success,RCPT559246,False,True,0,False,None
PAY000812,POL000196,CUST001807,AGT00311,2022-10-21,9120,Card,Success,RCPT235714,False,True,2,False,None
PAY000813,POL000201,CUST000031,AGT00175,2024-09-11,19493,UPI,Success,RCPT202190,False,True,1,False,None
PAY000814,POL000366,CUST002639,AGT00324,2023-11-26,29345,UPI,Success,RCPT632640,False,True,0,False,None
PAY000815,POL000719,CUST002808,AGT00081,2022-03-18,17923,UPI,Success,RCPT757396,False,True,0,False,None
PAY000816,POL000528,CUST000148,AGT00043,2022-11-21,33548,Cheque,Success,RCPT819452,False,True,2,False,None
PAY000817,POL000400,CUST002913,AGT00309,2025-09-18,29702,UPI,Success,RCPT639010,False,True,2,False,None
PAY000818,POL000525,CUST001030,AGT00060,2024-06-25,30800,Cash,Success,RCPT934756,False,True,1,False,None
PAY000819,POL000590,CUST001258,AGT00103,2026-03-29,33802,Cash,Success,RCPT247258,False,True,2,False,None
PAY000820,POL000214,CUST001124,AGT00319,2026-04-14,43549,UPI,Success,RCPT945517,False,True,0,False,None
PAY000821,POL000341,CUST001170,AGT00250,2023-02-20,20164,Cash,Success,RCPT470147,False,True,1,False,None
PAY000822,POL000329,CUST000490,AGT00220,2024-06-11,7135,Card,Success,RCPT873608,False,True,1,False,None
PAY000823,POL000959,CUST003181,AGT00206,2024-09-03,54313,UPI,Success,RCPT191487,False,True,1,False,None
PAY000824,POL000119,CUST001535,AGT00176,2022-06-13,23771,Card,Success,RCPT289969,False,True,0,False,None
PAY000825,POL000425,CUST000498,AGT00357,2022-02-16,8199,Cash,Success,RCPT888713,False,True,2,False,None
PAY000826,POL000693,CUST001618,AGT00159,2025-11-24,45053,UPI,Success,RCPT196231,False,True,1,False,None
PAY000827,POL000836,CUST001058,AGT00237,2025-11-08,54258,NEFT,Success,RCPT359965,False,True,0,False,None
PAY000828,POL000842,CUST002766,AGT00066,2025-02-13,10959,UPI,Success,RCPT536044,False,True,2,False,None
PAY000829,POL000867,CUST001715,AGT00234,2023-11-24,45719,Card,Success,RCPT538003,False,True,1,False,None
PAY000830,POL000373,CUST002771,AGT00253,2023-01-09,53765,Cheque,Success,RCPT996408,False,True,2,False,None
PAY000831,POL000649,CUST000310,AGT00182,2026-05-02,10835,Cash,Success,RCPT158054,False,True,2,False,None
PAY000832,POL000179,CUST002165,AGT00263,2022-08-25,15930,UPI,Success,RCPT508010,False,True,2,False,None
PAY000833,POL000432,CUST001301,AGT00211,2023-08-04,22138,Cheque,Success,RCPT457828,False,True,0,False,None
PAY000834,POL000720,CUST002887,AGT00173,2025-01-30,13146,UPI,Success,RCPT737340,False,True,1,False,None
PAY000835,POL000945,CUST000095,AGT00367,2026-05-23,53537,Card,Success,RCPT284391,False,True,1,False,None
PAY000836,POL000402,CUST002400,AGT00093,2025-07-04,17159,Card,Success,RCPT247098,False,True,1,False,None
PAY000837,POL000394,CUST000889,AGT00213,2025-11-19,6933,UPI,Success,RCPT983065,False,True,0,False,None
PAY000838,POL000981,CUST002884,AGT00073,2023-10-01,10924,UPI,Success,RCPT725473,False,True,2,False,None
PAY000839,POL000883,CUST002139,AGT00158,2025-03-05,9053,UPI,Success,RCPT478649,False,True,0,False,None
PAY000840,POL000566,CUST002724,AGT00257,2024-05-05,17631,NEFT,Reversed,RCPT446262,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000841,POL000079,CUST000916,AGT00337,2026-05-08,101267,NEFT,Success,RCPT496548,False,True,2,False,None
PAY000842,POL000783,CUST003138,AGT00340,2025-09-15,10034,NEFT,Bounced,RCPT789231,False,True,0,True,Bounced Cheque Used for Coverage
PAY000843,POL000907,CUST000241,AGT00048,2022-05-29,16096,UPI,Success,RCPT561929,False,True,0,False,None
PAY000844,POL000424,CUST002575,AGT00353,2023-06-15,11277,UPI,Success,RCPT259242,False,True,0,False,None
PAY000845,POL000118,CUST001232,AGT00026,2022-12-21,19847,UPI,Success,RCPT734258,False,True,0,False,None
PAY000846,POL000368,CUST002145,AGT00278,2024-01-09,30640,Cash,Success,RCPT612719,False,True,2,False,None
PAY000847,POL000106,CUST001976,AGT00034,2025-05-08,8825,Cheque,Success,RCPT163455,False,True,0,False,None
PAY000848,POL000105,CUST000985,AGT00077,2024-02-06,22593,Cash,Success,RCPT589355,True,True,2,True,Fake Payment Receipt Submitted
PAY000849,POL000303,CUST000184,AGT00209,2025-12-20,9180,Cash,Success,RCPT724769,False,True,0,False,None
PAY000850,POL000630,CUST001048,AGT00192,2025-05-12,51349,Card,Success,RCPT609098,False,True,1,False,None
PAY000851,POL000894,CUST001618,AGT00346,2024-06-09,24709,Cash,Success,RCPT317493,False,True,0,False,None
PAY000852,POL000741,CUST001179,AGT00144,2023-12-17,11175,NEFT,Success,RCPT400953,False,True,0,False,None
PAY000853,POL000148,CUST002189,AGT00139,2024-09-21,2924,UPI,Success,RCPT195264,False,True,1,False,None
PAY000854,POL000866,CUST000212,AGT00151,2026-01-16,28681,Cash,Success,RCPT829623,False,True,2,False,None
PAY000855,POL000150,CUST000189,AGT00344,2024-07-09,15237,Cheque,Success,RCPT966500,False,True,0,False,None
PAY000856,POL000816,CUST001130,AGT00358,2024-01-10,11429,UPI,Success,RCPT664116,False,True,0,False,None
PAY000857,POL000256,CUST000955,AGT00338,2025-01-26,27977,UPI,Success,RCPT453325,False,True,1,False,None
PAY000858,POL000082,CUST002183,AGT00364,2026-07-25,24416,NEFT,Success,RCPT145329,False,True,2,False,None
PAY000859,POL000016,CUST001890,AGT00043,2023-12-03,9513,NEFT,Success,RCPT294278,False,True,1,False,None
PAY000860,POL000901,CUST000038,AGT00106,2024-01-10,140308,NEFT,Success,RCPT255780,False,True,0,False,None
PAY000861,POL000193,CUST001788,AGT00151,2024-10-19,18668,Card,Success,RCPT575399,False,True,2,False,None
PAY000862,POL000723,CUST000217,AGT00299,2023-04-19,44247,Cheque,Success,RCPT902388,False,True,0,False,None
PAY000863,POL000074,CUST002682,AGT00176,2024-05-08,21077,UPI,Success,RCPT598488,False,True,1,False,None
PAY000864,POL000277,CUST000330,AGT00373,2023-01-29,11017,Cheque,Bounced,RCPT839332,False,True,0,True,Bounced Cheque Used for Coverage
PAY000865,POL000061,CUST002546,AGT00254,2022-12-11,4561,UPI,Success,RCPT950188,False,True,1,False,None
PAY000866,POL000973,CUST002279,AGT00001,2022-04-06,26194,Card,Success,RCPT203250,True,True,1,True,Fake Payment Receipt Submitted
PAY000867,POL000951,CUST002804,AGT00331,2023-04-01,35573,UPI,Success,RCPT967036,False,True,2,False,None
PAY000868,POL000536,CUST000838,AGT00061,2024-07-29,80061,Cheque,Success,RCPT712033,False,True,1,False,None
PAY000869,POL000535,CUST001111,AGT00012,2024-03-25,88015,Card,Success,RCPT310340,False,True,2,False,None
PAY000870,POL000343,CUST000619,AGT00340,2022-11-28,11399,Card,Success,RCPT687097,False,True,2,False,None
PAY000871,POL000395,CUST002924,AGT00033,2026-08-04,22239,NEFT,Success,RCPT712252,False,True,2,False,None
PAY000872,POL000943,CUST001845,AGT00157,2023-01-09,16534,Cheque,Success,RCPT628377,False,True,2,False,None
PAY000873,POL000258,CUST002602,AGT00285,2023-06-16,8532,NEFT,Success,RCPT917220,False,True,2,False,None
PAY000874,POL000198,CUST002718,AGT00302,2025-08-02,13242,UPI,Bounced,RCPT717247,False,True,1,True,Bounced Cheque Used for Coverage
PAY000875,POL000053,CUST001574,AGT00300,2022-08-28,50343,UPI,Success,RCPT591877,False,True,1,False,None
PAY000876,POL000651,CUST001812,AGT00273,2024-08-24,17288,UPI,Success,RCPT179535,False,True,2,False,None
PAY000877,POL000271,CUST002336,AGT00066,2025-01-22,11031,UPI,Success,RCPT597025,False,True,1,False,None
PAY000878,POL000201,CUST000031,AGT00175,2024-09-16,18816,Cheque,Success,RCPT350180,False,True,2,False,None
PAY000879,POL000396,CUST002725,AGT00162,2023-06-16,8813,Cheque,Success,RCPT698766,False,True,1,False,None
PAY000880,POL000378,CUST001422,AGT00251,2024-01-20,5570,UPI,Success,RCPT509056,False,True,2,False,None
PAY000881,POL000891,CUST001480,AGT00004,2026-07-22,19074,UPI,Success,RCPT758610,False,True,0,False,None
PAY000882,POL000676,CUST000403,AGT00044,2024-12-06,8472,Cheque,Success,RCPT882591,False,True,0,False,None
PAY000883,POL000604,CUST001882,AGT00260,2023-11-11,30309,UPI,Success,RCPT680002,False,True,2,False,None
PAY000884,POL000535,CUST001111,AGT00012,2024-03-14,84361,Card,Success,RCPT298866,False,True,1,False,None
PAY000885,POL000923,CUST002828,AGT00001,2026-01-12,52500,Cheque,Success,RCPT338478,False,False,314,True,Premium Diversion by Agent
PAY000886,POL000088,CUST001213,AGT00138,2023-01-30,26799,Card,Reversed,RCPT873858,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000887,POL000398,CUST002383,AGT00347,2024-02-09,50610,Cheque,Success,RCPT971790,False,True,2,False,None
PAY000888,POL000182,CUST002487,AGT00358,2022-03-25,9424,Cash,Success,RCPT878816,False,True,2,False,None
PAY000889,POL000867,CUST001715,AGT00234,2023-12-06,43002,Card,Success,RCPT966469,False,True,1,False,None
PAY000890,POL000283,CUST003025,AGT00024,2026-02-13,29496,Card,Success,RCPT155509,False,True,1,False,None
PAY000891,POL000533,CUST000824,AGT00264,2023-01-01,3799,Cash,Success,RCPT897200,False,True,2,False,None
PAY000892,POL000561,CUST001419,AGT00369,2026-02-22,48858,Card,Success,RCPT486895,False,True,0,False,None
PAY000893,POL000190,CUST001362,AGT00085,2023-12-02,2906,Cheque,Success,RCPT688972,False,True,0,False,None
PAY000894,POL000205,CUST002225,AGT00220,2025-02-28,53256,Cash,Success,RCPT481822,False,True,0,False,None
PAY000895,POL000968,CUST001947,AGT00280,2025-08-10,15065,Cash,Success,RCPT118167,False,True,0,False,None
PAY000896,POL000044,CUST000532,AGT00326,2023-09-04,10020,Cash,Success,RCPT805605,False,True,0,False,None
PAY000897,POL000300,CUST002298,AGT00370,2023-08-27,3328,Cheque,Success,RCPT356051,False,True,1,False,None
PAY000898,POL000640,CUST001605,AGT00008,2022-05-03,7041,UPI,Success,RCPT317524,False,True,0,False,None
PAY000899,POL000994,CUST001546,AGT00257,2022-08-29,27091,Card,Success,RCPT410649,False,True,1,False,None
PAY000900,POL000701,CUST002259,AGT00088,2024-07-17,15288,Cash,Success,RCPT891549,True,True,0,True,Fake Payment Receipt Submitted
PAY000901,POL000682,CUST000177,AGT00326,2022-06-15,10213,Cash,Success,RCPT927138,False,True,1,False,None
PAY000902,POL000279,CUST002897,AGT00250,2022-02-03,18386,Cheque,Success,RCPT886158,False,True,0,False,None
PAY000903,POL000713,CUST001702,AGT00308,2022-10-01,24135,UPI,Success,RCPT503549,False,True,0,False,None
PAY000904,POL000385,CUST002011,AGT00369,2022-01-28,10494,Card,Bounced,RCPT853198,False,True,1,True,Bounced Cheque Used for Coverage
PAY000905,POL000637,CUST001110,AGT00081,2024-11-10,12949,Cheque,Success,RCPT901354,False,True,1,False,None
PAY000906,POL000804,CUST002026,AGT00326,2025-06-07,10599,Card,Success,RCPT446197,False,True,2,False,None
PAY000907,POL000311,CUST001797,AGT00107,2023-04-13,9859,Card,Success,RCPT682149,False,True,0,False,None
PAY000908,POL000878,CUST001841,AGT00111,2025-08-15,5255,Cash,Success,RCPT302728,False,True,0,False,None
PAY000909,POL000528,CUST000148,AGT00043,2022-11-21,33663,UPI,Success,RCPT626765,True,True,1,True,Fake Payment Receipt Submitted
PAY000910,POL000857,CUST001179,AGT00276,2026-02-20,33302,Card,Success,RCPT973310,False,True,1,False,None
PAY000911,POL000274,CUST001702,AGT00370,2022-04-20,11411,Cash,Reversed,RCPT368281,False,True,0,True,Duplicate/Unauthorized Refund Claimed
PAY000912,POL000482,CUST000387,AGT00277,2023-12-19,4305,UPI,Success,RCPT397788,False,True,0,False,None
PAY000913,POL000806,CUST000988,AGT00088,2025-03-07,3883,UPI,Success,RCPT198346,False,True,1,False,None
PAY000914,POL000451,CUST003108,AGT00059,2023-07-30,18773,UPI,Success,RCPT228823,False,False,231,True,Premium Diversion by Agent
PAY000915,POL000532,CUST002138,AGT00031,2023-01-25,6545,Cheque,Success,RCPT531813,False,True,0,False,None
PAY000916,POL000531,CUST002778,AGT00125,2022-10-19,4813,Card,Success,RCPT873489,False,True,1,False,None
PAY000917,POL000525,CUST001030,AGT00060,2024-07-03,30880,Card,Success,RCPT239667,False,True,1,False,None
PAY000918,POL000017,CUST001548,AGT00115,2024-06-29,10543,UPI,Success,RCPT256974,False,True,0,False,None
PAY000919,POL000718,CUST001745,AGT00298,2022-02-08,12332,Card,Success,RCPT146261,False,True,2,False,None
PAY000920,POL000030,CUST000933,AGT00245,2023-01-13,22740,Cash,Success,RCPT995144,False,True,1,False,None
PAY000921,POL000470,CUST001715,AGT00093,2022-08-05,62290,UPI,Success,RCPT712554,False,True,2,False,None
PAY000922,POL000811,CUST000520,AGT00228,2024-11-16,10258,UPI,Success,RCPT467297,False,True,1,False,None
PAY000923,POL000304,CUST001284,AGT00104,2024-07-23,21314,Card,Success,RCPT274181,False,True,2,False,None
PAY000924,POL000555,CUST000172,AGT00250,2024-10-29,30763,UPI,Success,RCPT687327,False,True,1,False,None
PAY000925,POL000093,CUST002973,AGT00306,2026-06-23,12027,UPI,Success,RCPT159737,False,True,2,False,None
PAY000926,POL000882,CUST001715,AGT00125,2024-10-31,47830,Cheque,Success,RCPT807162,False,True,2,False,None
PAY000927,POL000578,CUST000849,AGT00272,2023-02-20,7169,NEFT,Success,RCPT456793,False,True,1,False,None
PAY000928,POL000631,CUST000687,AGT00151,2023-07-16,21409,Card,Reversed,RCPT874393,False,True,2,True,Duplicate/Unauthorized Refund Claimed
PAY000929,POL000821,CUST002161,AGT00193,2022-04-01,7012,UPI,Success,RCPT852822,False,True,0,False,None
PAY000930,POL000584,CUST001601,AGT00302,2023-09-01,24482,UPI,Success,RCPT312269,False,True,0,False,None
PAY000931,POL000846,CUST002046,AGT00065,2022-03-08,23980,Card,Success,RCPT674317,False,True,0,False,None
PAY000932,POL000162,CUST001811,AGT00128,2025-03-13,17354,Card,Success,RCPT396798,False,True,2,False,None
PAY000933,POL000973,CUST002279,AGT00001,2022-03-27,25766,NEFT,Success,RCPT297911,False,True,1,False,None
PAY000934,POL000842,CUST002766,AGT00066,2025-02-09,9976,Cheque,Success,RCPT544108,False,True,2,False,None
